TripStartTime,PickupLon,PickupLat,DropLon,DropLat,GT_Distance,GT_Duration,OsrmDistance,OsrmDuration
11-07-13 01:52,-73.991692,40.722378,-73.992264,40.726566,None,3.61666666667,0.5995,1.57833333333
11-07-13 02:01,-73.993149,40.725563,-73.981987,40.763042,None,13.5,5.2641,9.98833333333
11-07-13 03:21,-73.97271,40.75639,-73.993744,40.731236,None,8.75,4.0279,8.08666666667
11-07-13 03:32,-73.991798,40.730324,-74.010559,40.713699,None,7.58333333333,3.0294,6.99166666667
11-07-13 17:59,-74.003555,40.713257,-74.000664,40.717194,None,1.88333333333,0.5081,1.14833333333
11-07-13 18:16,-73.994476,40.7262,-73.979866,40.747852,None,11.7833333333,2.8396,6.35166666667
11-07-13 18:32,-73.982071,40.743465,-73.98156,40.75827,None,17.9666666667,2.2728,4.16166666667
11-07-13 18:51,-73.981483,40.758411,-73.955223,40.786324,None,13.55,4.254,6.39666666667
11-07-13 19:11,-73.95433,40.778912,-73.963585,40.761894,None,11.6833333333,2.2946,3.14666666667
11-07-13 19:24,-73.963654,40.761795,-73.993057,40.762856,None,22.2833333333,3.3626,4.72
11-07-13 20:02,-73.991974,40.738689,-73.990967,40.715088,None,21.05,3.4092,7.69833333333
11-07-13 21:23,-73.955299,40.773041,-73.961136,40.765228,None,2.6,0.9984,1.32166666667
11-07-13 22:06,-73.988167,40.725609,-74.002434,40.734509,None,14.0833333333,2.2101,5.085
11-07-13 22:21,-74.002434,40.734509,-73.973358,40.757229,None,16.05,4.2491,8.47666666667
11-07-13 22:39,-73.973198,40.755096,-74.001823,40.748512,None,22.2833333333,4.0379,6.55166666667
11-07-13 23:02,-74.00235,40.748718,-73.98349,40.730404,None,16.3666666667,3.5816,7.895
11-07-13 23:20,-73.98349,40.730404,-73.980469,40.742672,None,6.01666666667,1.7642,3.77333333333
11-07-13 23:29,-73.980621,40.743774,-73.982834,40.735359,None,6.96666666667,1.1757,2.50833333333
11-07-13 23:57,-73.964539,40.760532,-74.006195,40.739159,None,18.6333333333,6.2879,10.515
11-01-13 05:51,-73.991051,40.749458,-73.970444,40.763184,None,7.06666666667,2.9582,4.9
11-01-13 05:58,-73.970383,40.762497,-73.970406,40.755524,None,3.76666666667,1.0273,1.61166666667
11-01-13 07:06,-73.998543,40.739616,-73.962379,40.758907,None,14.6166666667,4.9743,8.355
11-01-13 07:23,-73.960938,40.764874,-73.975937,40.760208,None,8.06666666667,1.9286,2.75666666667
11-01-13 07:45,-73.981087,40.763222,-73.960564,40.776562,None,10.3166666667,2.9099,4.395
11-01-13 07:57,-73.962685,40.773232,-73.95681,40.783234,None,7.83333333333,1.3751,2.29166666667
11-01-13 08:10,-73.958984,40.783455,-73.962334,40.773556,None,8.76666666667,1.4015,2.27833333333
11-01-13 08:25,-73.968643,40.770298,-73.973915,40.764294,None,4.38333333333,0.8543,1.47833333333
11-01-13 08:48,-73.990395,40.756851,-73.983574,40.735813,None,22.45,4.0606,6.985
11-01-13 09:12,-73.984772,40.736259,-74.010361,40.720547,None,13.4333333333,3.7416,8.715
11-01-13 09:32,-74.007317,40.727413,-74.011482,40.714867,None,6.76666666667,2.2065,4.03166666667
11-01-13 09:56,-73.997498,40.736546,-73.974739,40.762981,None,15.6833333333,3.7852,7.295
11-01-13 10:46,-73.967041,40.803833,-73.98175,40.767651,None,18.45,4.3696,6.16333333333
11-01-13 11:29,-74.00145,40.756641,-73.975166,40.756207,None,32.45,3.1771,6.01
11-01-13 12:20,-73.977066,40.747116,-73.980408,40.760136,None,19.2333333333,2.0626,2.865
11-01-13 14:04,-73.953484,40.782288,-73.957214,40.772591,None,8.25,1.5903,2.455
11-01-13 14:16,-73.95993,40.773571,-73.985413,40.738686,None,17.4333333333,4.4345,7.56666666667
11-01-13 14:58,-73.981354,40.754608,-74.005333,40.740101,None,18.45,3.7507,6.97333333333
11-01-13 15:23,-74.003296,40.740162,-74.014473,40.704231,None,25.4166666667,4.868,8.28666666667
11-02-13 05:45,-74.005241,40.740608,-73.986595,40.725838,None,7.16666666667,2.8107,6.21333333333
11-02-13 06:18,-74.001717,40.750557,-73.980309,40.727104,None,12.2166666667,3.9917,8.84
11-02-13 08:58,-73.991478,40.749935,-73.95636,40.772221,None,26.0833333333,5.4497,8.20833333333
11-02-13 11:29,-73.963242,40.762432,-73.984711,40.732635,None,7.33333333333,3.776,6.47166666667
11-02-13 12:07,-73.985664,40.763184,-73.978661,40.766762,None,2.4,0.902,1.54833333333
11-02-13 12:13,-73.978348,40.766754,-73.954384,40.782246,None,12.55,3.4495,5.23
11-02-13 13:41,-73.966125,40.765083,-73.984154,40.746117,None,12.55,2.9598,5.08166666667
11-02-13 14:13,-73.974548,40.762943,-73.995956,40.732891,None,12.4,3.8722,7.61166666667
11-02-13 14:28,-73.994644,40.731426,-73.996864,40.747746,None,14.4,2.8546,6.39
11-02-13 15:34,-74.001114,40.730904,-73.99408,40.740967,None,7.41666666667,1.3063,3.06666666667
11-02-13 15:42,-73.993912,40.741268,-73.976189,40.765217,None,12.1,3.0536,5.8
11-02-13 15:57,-73.973488,40.764568,-73.955109,40.779278,None,11.5166666667,2.9755,4.155
11-02-13 16:14,-73.959763,40.766842,-73.990288,40.751358,None,16.9666666667,4.1834,6.13166666667
11-03-13 06:09,-73.99334,40.74688,-73.993851,40.745766,None,0.733333333333,0.1659,0.465
11-03-13 06:10,-73.991844,40.7449,-73.789993,40.643326,None,25.1333333333,26.668,24.345
11-03-13 09:16,-73.949394,40.742229,-73.936279,40.736259,None,7.85,2.3666,3.21166666667
11-03-13 13:19,-73.98584,40.753956,-73.776314,40.645336,None,29.3166666667,27.5144,25.575
11-03-13 15:53,-73.991653,40.724598,-74.008904,40.712425,None,10.4833333333,2.388,5.69666666667
11-03-13 16:15,-73.99427,40.72057,-73.953445,40.710739,None,5.5,3.7385,5.81166666667
11-04-13 07:15,-73.797234,40.644753,-73.969879,40.75729,None,54.0666666667,26.5815,22.0883333333
11-04-13 08:20,-73.985146,40.747494,-73.991188,40.739246,None,2.48333333333,1.0492,2.425
11-04-13 08:42,-73.993729,40.745434,-74.011604,40.714149,None,18.8833333333,5.0942,10.6783333333
